id,d1,startaca,aca,endaca,m4all,endm4all,startq1,q1a,q1b,q1c,q1d,q1e,q1f,q2a,q2b,q2c,q2d,q2e,q11,endq2,startq3,q3a,q3b,q4,q5,q6,q7,endq7,startq8,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,endq8,partystart,party,partylean,party3,party5,q9,q10,endq11,startq12,q12a,q12b,q12c,q13,endq13,startq14,q14,q15,q16,q17,q18,q23,endq18,startdemos,rsex,gendervar,age,age2,recage,recage2,recage3,coverage,agecov,covtype,covtypeot,agecovtype,covself,covselfot,covmkt,q19,q20,starthealth,health,rechealth,rechealth2,prexa,endprx,startmarital,marital,employ,recemploy,employend,rvotestart,ideology,rvote,trumpapprove,trumpapprove2,trumpend,religstart,educ,receduc,receduc2,receduc3,hispanic,race,raceot,racethn,nativity,racethn2,income,recincome,endincome,startcell,cell,hhcell,landline,hhadults,moneystart,int,endint,timeend,cstate,cregion,density,intvwdate,inteview_length,sample07,sample10,sstate,sregion,sdivision,stz,sample17,sample19,sample240,sample,exchangstat,stateexpmedi,gvnrexpmedi,waiver,wt1,weight,standwt,weight_ssrs,lang,Division,changesex,iphoneuse,hphoneuse,state1,halfsamp,halfsamp2,state,sample239,sample241,USR
50000338,Female,123,Somewhat favorable,154,Somewhat oppose,204,204,Don't Know,Top priority,Important but not a top priority,Top priority,Should not be done,Top priority, ,Very negative,Somewhat negative,Very positive, ,The federal government should allow insurance companies to sell these types of plans,601,601, ,Somewhat important,Very worried,Very worried, ,"No, do not want to see it overturned",756,756,Increase spending,Keep it about the same, ,Keep it about the same, ,Keep it about the same, ,Decrease spending,853,853,Independent,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Oppose, ,911,911,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,1044,1044,Too much, ,Minor role, ,Lower priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1173,1173,Female,FEMALE,66, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,1241,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1278,1278,Married,Retired,RETIRED,1312,1312,Conservative,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1350,1350,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$75,000 to less than $90,000",$40K-$89K,1437,1437, , ,"Yes, has a home telephone",2,1538,Yes,1654,1654,Massachusetts,Northeast,4,190412,26.9,CELL,20043126,Massachusetts,Northeast,New England, , , ,A7,Cell phone,State,Yes,Yes - Republican Governor,No,.8661,1.7729,.4524,.5442,English,New England,sex = rsex,Dual,Dual HH,MASSACHUSETTS,B,D,1,No,A,Suburban
50000340,Male,91,Very favorable,118,Strongly favor,144,144,Should not be done,Top priority,Top priority,Top priority,Important but not a top priority,Top priority,Somewhat positive,Very positive,Somewhat positive, ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,465,465,Very important, ,Very worried,Very worried, ,"Yes, overturn",578,578,Increase spending,Increase spending,Keep it about the same, ,Increase spending, ,Increase spending, ,701,701,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Oppose, ,828,828,"Yes, should take action","Yes, should take action","No, should not take action",Both,971,971,Too little,Leading role, ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1111,1111,Male,MALE,60, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself, ,Self-purchased plan,Through an insurance agent or broker, ,Not sure,Yes,Not in the plan's network,1274,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1308,1308,Separated,Employed full-time,EMPLOYED,1378,1378,Moderate,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1435,1435,"Some postgraduate or professional school, no postgraduate degree",COLLEGE +,COLLEGE +,COLLEGE +,No,Other or mixed race,WHITE AND BLACK,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC",Don't Know,DK/RF,1642,1642, , ,"Yes, has a home telephone",2,1707,Yes,1898,1898,Maryland,South,4,190412,31.5,CELL,20029840,Maryland,South,South Atlantic, , , ,A4,Cell phone,State,Yes,Yes - Republican Governor,No,.8661,2.6211,.6688,.8046,English,South Atlantic,sex = rsex,Dual,Dual HH,MARYLAND,A,D,1,No,A,Suburban
50000343,Male,50,Very unfavorable,71,Strongly oppose,86,86,Top priority,Should not be done,Should not be done,Important but not a top priority,Should not be done,Should not be done, ,Very negative,Very negative,Very negative, ,The federal government should allow insurance companies to sell these types of plans,281,281, ,Not at all important,Not at all worried,Not at all worried,"Yes, overturn", ,366,366,Keep it about the same,Keep it about the same, ,Decrease spending, ,Keep it about the same, ,Decrease spending,434,434,Or what?,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Support, ,487,487,"No, should not take action","No, should not take action","No, should not take action",Someone else (vol),600,600,Too much, ,Minor role, ,Lower priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",668,668,Male,MALE,47, ,18-64,30-49,45-54,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself, ,Self-purchased plan,Directly from an insurance company, ,Non-marketplace plan,No, ,755,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",781,781,Divorced,Employed full-time,EMPLOYED,813,813,Conservative,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,837,837,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,892,892, , ,"Yes, has a home telephone",2,941,Yes,971,971,New York,Northeast,3,190412,16.1,CELL,20020163,New York,Northeast,Mid Atlantic, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,.8661,2.6857,.6853,.8244,English,Mid Atlantic,sex = rsex,Dual,Dual HH,NEW YORK,B,C,1,No,A,Suburban
50000344,Male,53,Somewhat favorable,74,Strongly oppose,89,89,Top priority,Top priority,Top priority,Top priority,Should not be done,Top priority,Very negative,Very negative,Very negative, ,Very negative,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,257,257,Very important, ,Very worried,Very worried, ,"Yes, overturn",333,333,Decrease spending,Decrease spending,Increase spending, ,Decrease spending, ,Decrease spending, ,368,368,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Oppose, ,400,400,"Yes, should take action","Yes, should take action","Yes, should take action",Both,482,482,Too much,Minor role, ,About the same, ,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",563,563,Male,MALE,60, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Some other reason,635,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",659,659,Living with a partner,Employed full-time,EMPLOYED,683,683,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,708,708,Don't Know,DK/RF,DK/RF,DK/RF,Yes,Other or mixed race,Hispanic,HISPANIC,Another country,HISPANIC - BORN OUTSIDE OF US,"$100,000 or more",$90K+,797,797, , ,"Yes, has a home telephone",2,856,Yes,886,886,Illinois,North Central,Highest,190412,14.8,CELL,20002365,Illinois,North Central,East North Central, , , ,A7,Cell phone,Partnership,Yes,Yes - Democratic/Independent,No,.8661,2.5299,.6455,.7766,English,East North Central,sex = rsex,Dual,Dual HH,ILLINOIS,A,D,1,No,A,Urban
50000345,Female,86,Somewhat unfavorable,128,Strongly oppose,147,147,Important but not a top priority,Top priority,Should not be done,Important but not a top priority,Should not be done,Top priority,Very negative,Very negative,Neutral/Neither positive or negative (Vol.), ,Very negative,The federal government should allow insurance companies to sell these types of plans,376,376,Very important, ,Somewhat worried,Not too worried, ,"No, do not want to see it overturned",622,622,Keep it about the same,Keep it about the same,Increase spending, ,Decrease spending, ,Decrease spending, ,683,683,Or what?,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Support, ,775,775,"Yes, should take action","Yes, should take action","Yes, should take action",Both,904,904,Too much,"Major role, but not leading", ,About the same, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1020,1020,Female,FEMALE,32, ,18-64,30-49,25-34,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer, ,Employer, , , ,Yes,Not in the plan's network,1131,Very good,EXCELLENT/VERY GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1170,1170,Living with a partner,Employed full-time,EMPLOYED,1208,1208,Moderate,Yes,Somewhat approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1237,1237,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,1319,1319, , ,"No, no home telephone",3,1378,Yes,1452,1452,Alaska,West,2,190412,24.1,CELL,20028346,Georgia,South,South Atlantic, , , ,A7,Cell phone,Federal,Yes,Yes - Republican Governor,No,1.192,3.9722,1.0136,1.2193,English,AK/HI,sex = rsex,CPO,CPO HH,ALASKA,A,D,1,No,A,Suburban
50000346,Male,73,Very unfavorable,98,Strongly oppose,191,191,Top priority,Top priority,Important but not a top priority,Important but not a top priority,Should not be done,Top priority,Very negative,Very negative,Very negative, ,Very negative,It depends (Vol.),783,783,Very important, ,Somewhat worried,Somewhat worried,"Yes, overturn", ,1090,1090,Keep it about the same,Don't Know,Increase spending, ,Decrease spending, ,Decrease spending, ,1367,1367,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Support, ,1433,1433,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,1573,1573,Too much,"Major role, but not leading", ,About the same, ,"The U.S. should operate on its own, so the U.S. has more control over how the money is spent and gets more credit and in",1784,1784,Male,MALE,75, ,65+,65+,65+,Covered by health insurance, ,Medicare, , , , , , , ,1810,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1863,1863,Married,Retired,RETIRED,1887,1887,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1922,1922,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$40,000 to less than $50,000",$40K-$89K,1971,1971, , ,"No, no home telephone",2,2042,Yes,2147,2147,North Carolina,South,4,190412,35.8,CELL,20031526,North Carolina,South,South Atlantic, , , ,A1,Cell phone,Federal,No/Maybe,No/Maybe,No,.7261,1.2991,.3315,.3988,English,South Atlantic,sex = rsex,CPO,CPO HH,NORTH CAROLINA,A,C,1,Yes,A,Urban
50000347,Female,94,Very favorable,140,Don't Know,182,182,Should not be done,Top priority,Important but not a top priority,Top priority,Don't Know,Top priority, ,Somewhat positive,Somewhat negative,Somewhat positive, ,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,489,489, ,Very important,Very worried,Very worried, ,"No, do not want to see it overturned",606,606,Increase spending,Increase spending, ,Keep it about the same, ,Increase spending, ,Increase spending,715,715,Democrat, ,Democrat/Independent lean Democrat,DEMOCRAT, ,Improving and protecting the 2010 Affordable Care Act,754,754,"Yes, should take action","Yes, should take action","Yes, should take action",Insurance company,908,908,Too little, ,Leading role, ,Higher priority,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1026,1026,Female,FEMALE,49, ,18-64,30-49,45-54,Not covered by health insurance,UNINSURED LESS THAN 65, , ,Uninsured <65, , , , , ,1062,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1100,1100,Widowed,Employed part-time,EMPLOYED,1195,1195,Liberal,Yes,Strongly disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1235,1235,Two year associate degree from a college or university,SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$40,000 to less than $50,000",$40K-$89K,1301,1301, , ,"No, no home telephone",1,1388,Yes,1467,1467,Illinois,North Central,Lowest,190412,24.2,CELL,20008465,Illinois,North Central,East North Central, , , ,A7,Cell phone,Partnership,Yes,Yes - Democratic/Independent,No,.7261,2.7076,.6909,.8312,English,East North Central,sex = rsex,CPO,CPO HH,ILLINOIS,B,D,1,Yes,A,Rural
50000349,Male,64,Don't Know,97,Somewhat favor,118,239,Top priority,Top priority,Important but not a top priority,Top priority,Important but not a top priority,Top priority,Very positive,Very positive,Somewhat positive, ,Very positive,The federal government should require health insurance plans to cover a certain set of benefits and cover pre-existing c,534,534,Very important, ,Very worried,Very worried,"No, do not want to see it overturned", ,650,650,Increase spending,Increase spending,Keep it about the same, ,Increase spending, ,Increase spending, ,711,711,Don't Know,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Oppose, ,790,790,"No, should not take action","Yes, should take action","Yes, should take action",Insurance company,914,914,About the right amount,Leading role, ,Lower priority, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1081,1081,Male,MALE,19, ,18-64,18-29,18-24,Covered by health insurance,INSURED LESS THAN 65,Plan through your parents/mother/father (VOL.), ,Plan through parents/mother/father (Vol), , , ,Yes,Some other reason,1204,Good,GOOD,E/VG/G,"Yes, someone in household has pre-existing condition",1255,1255,Never been married,A student,A STUDENT,1281,1281,Liberal,Yes,Somewhat disapprove,STRONGLY DISAPPROVE/SOMEWHAT DISAPPROVE,1338,1338,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,Asian, ,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","$100,000 or more",$90K+,1447,1447, , ,"Yes, has a home telephone",4 or more,1530,Yes,1778,1778,New York,Northeast,Highest,190412,29.4,CELL,20021591,New York,Northeast,Mid Atlantic, , , ,A7,Cell phone,State,Yes,Yes - Democratic/Independent,No,.5805,5.013,1.2792,1.5388,English,Mid Atlantic,sex = rsex,Dual,Dual HH,NEW YORK,A,C,1,Yes,A,Urban
50000350,Male,196,Very unfavorable,241,Strongly oppose,262,262,Top priority,Top priority,Should not be done,Important but not a top priority,Should not be done,Important but not a top priority,Very negative,Very negative,Very positive, ,Very negative,The federal government should allow insurance companies to sell these types of plans,617,617,Not at all important, ,Not at all worried,Not at all worried,"No, do not want to see it overturned", ,749,749,Keep it about the same,Keep it about the same,Increase spending, ,Keep it about the same, ,Keep it about the same, ,873,873,Republican, ,Republican/Independent lean Republican,REPUBLICAN,Support, ,945,945,"Yes, should take action",Don't Know,"No, should not take action",Both,1126,1126,About the right amount,Minor role, ,About the same, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",1261,1261,Male,MALE,62, ,18-64,50-64,55-64,Not covered by health insurance,UNINSURED LESS THAN 65, , ,Uninsured <65, , , , , ,1311,Excellent,EXCELLENT/VERY GOOD,E/VG/G,"No, no one in household has pre-existing condition",1348,1348,Married,Employed full-time,EMPLOYED,1382,1382,Conservative,No,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1415,1415,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$100,000 or more",$90K+,1488,1488, , ,"No, no home telephone",3,1543,Yes,1577,1577,South Carolina,South,2,190412,25.6,CELL,20021889,South Carolina,South,South Atlantic, , , ,A7,Cell phone,Federal,No/Maybe,No/Maybe,No,1.192,3.3785,.8621,1.0371,English,South Atlantic,sex = rsex,CPO,CPO HH,SOUTH CAROLINA,A,C,1,No,A,Suburban
50000351,Male,57,Somewhat unfavorable,84,Strongly oppose,109,109,Top priority,Top priority,Important but not a top priority,Top priority,Should not be done,Top priority,Very negative,Very positive,Very negative, ,Somewhat negative,The federal government should allow insurance companies to sell these types of plans,387,387,Somewhat important, ,Not too worried,Not too worried,"Yes, overturn", ,493,493,Keep it about the same,Keep it about the same,Increase spending, ,Decrease spending, ,Decrease spending, ,573,573,Independent,Republican,Republican/Independent lean Republican,INDEPENDENT LEAN REP,Support, ,662,662,Don't Know,"Yes, should take action","Yes, should take action",Both,856,856,Too much,"Major role, but not leading", ,About the same, ,"The U.S. should participate in international efforts, so other countries will do their fair share and efforts will be be",995,995,Male,MALE,56, ,18-64,50-64,55-64,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself, ,Self-purchased plan,Directly from an insurance company, ,Marketplace plan,No, ,1103,Good,GOOD,E/VG/G,"No, no one in household has pre-existing condition",1132,1132,Divorced,Employed full-time,EMPLOYED,1177,1177,Conservative,Yes,Strongly approve,STRONGLY APPROVE/SOMEWHAT APPROVE,1209,1209,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,No,White, ,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","$30,000 to less than $40,000",LESS THAN $40K,1260,1260, , ,"No, no home telephone",1,1355,Yes,1401,1401,Virginia,South,4,190412,23.2,CELL,20037409,Virginia,South,South Atlantic, , , ,A7,Cell phone,Federal,Yes,Yes - Democratic/Independent,No,.7261,1.5276,.3898,.4689,English,South Atlantic,sex = rsex,CPO,CPO HH,VIRGINIA,A,C,1,Yes,A,Suburban
